Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0
141,Joaquín Correa,ar ARG,MF,Botafogo (RJ),31-069,1994,6.2,6,4,1,5,0,0,9,0.0,9,4,0,4,0,6,0,0,Matches
142,Francisco da Costa,br BRA,FW,Mirassol,30-169,1995,9.2,2,1,0,1,1,0,3,0.0,3,3,2,1,1,3,10,0,Matches
143,Philippe Coutinho,br BRA,MF,Vasco da Gama,33-131,1992,20.1,17,6,6,6,5,9,20,45.0,11,12,2,10,7,24,6,0,Matches
144,Lucas Crispim,br BRA,MF,Fortaleza,31-124,1994,2.4,1,0,0,0,1,1,1,100.0,0,3,0,3,0,1,1,0,Matches
145,Franco Cristaldo,ar ARG,"MF,FW",Grêmio,29-067,1996,10.2,15,9,5,7,3,9,19,47.4,10,9,2,7,2,17,12,1,Matches
146,Gustavo Cuellar,co COL,MF,Grêmio,33-007,1992,6.3,21,13,12,7,2,10,22,45.5,12,7,0,7,7,28,13,2,Matches
147,Tomás Cuello,ar ARG,"FW,MF",Atlético Mineiro,25-230,2000,13.2,25,15,8,9,8,9,16,56.3,7,5,2,3,7,32,7,0,Matches
148,Carlos Cuesta,co COL,DF,Vasco da Gama,26-226,1999,5.3,10,7,9,1,0,5,7,71.4,2,3,2,1,8,18,31,1,Matches
149,Cuiabano,br BRA,"DF,MF",Botafogo (RJ),22-247,2003,12.2,22,17,12,7,3,9,18,50.0,9,16,4,12,17,39,22,1,Matches
150,Jair Cunha,br BRA,DF,Botafogo (RJ),20-228,2005,11.0,14,11,10,4,0,8,12,66.7,4,9,6,3,11,25,63,2,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
151,Lucas Cunha,br BRA,DF,Sport Recife,28-271,1997,4.8,5,2,3,2,0,5,10,50.0,5,6,5,1,7,12,20,0,Matches
152,Danielzinho,br BRA,MF,Mirassol,30-351,1994,27.7,49,34,21,25,3,13,28,46.4,15,25,11,14,20,69,44,3,Matches
153,Danilo,br BRA,DF,Flamengo,34-098,1991,8.2,7,6,5,2,0,3,8,37.5,5,4,3,1,8,15,34,0,Matches
154,Danilo,br BRA,"MF,FW",Botafogo (RJ),24-175,2001,4.2,10,5,5,3,2,5,15,33.3,10,7,2,5,3,13,2,0,Matches
155,David,br BRA,FW,Vasco da Gama,30-004,1995,6.6,7,4,2,2,3,4,7,57.1,3,5,0,5,3,10,5,0,Matches
156,Matheus Davó,br BRA,"FW,MF",Mirassol,26-066,1999,0.4,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
157,Giorgian De Arrascaeta,uy URU,"MF,FW",Flamengo,31-142,1994,21.0,31,14,9,16,6,9,20,45.0,11,10,2,8,5,36,8,0,Matches
158,Nicolás De La Cruz,uy URU,MF,Flamengo,28-142,1997,9.3,16,10,11,5,0,10,17,58.8,7,3,2,1,7,23,8,1,Matches
159,Gabriel Delfim,br BRA,GK,Atlético Mineiro,23-103,2002,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
160,Deyverson,br BRA,FW,Fortaleza,34-166,1991,10.7,3,3,1,0,2,1,4,25.0,3,3,0,3,5,8,12,0,Matches
161,Enzo Díaz,ar ARG,DF,São Paulo,29-318,1995,17.9,66,43,38,21,7,32,52,61.5,20,20,6,14,19,85,54,0,Matches
162,Lautaro Díaz,ar ARG,"FW,MF",Cruzeiro,27-153,1998,0.9,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,1,0,Matches
163,Lautaro Díaz,ar ARG,FW,Santos,27-153,1998,6.4,4,0,0,1,3,2,2,100.0,0,6,0,6,3,7,1,0,Matches
164,Dieguinho,br BRA,MF,Ceará,29-355,1995,23.9,50,27,24,26,0,19,40,47.5,21,19,9,10,29,79,54,5,Matches
165,Dieguinho,br BRA,"FW,MF",Corinthians,18-097,2007,1.6,2,2,0,1,1,2,4,50.0,2,2,0,2,0,2,4,0,Matches
166,Diogenes,br BRA,GK,Santos,24-288,2001,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
167,Dodi,br BRA,MF,Grêmio,29-187,1996,19.6,39,23,18,18,3,23,38,60.5,15,19,5,14,20,59,39,0,Matches
168,Fabricio Domínguez,uy URU,MF,Sport Recife,27-119,1998,1.1,2,1,2,0,0,1,3,33.3,2,1,0,1,1,3,0,0,Matches
169,Matheus Donelli,br BRA,GK,Corinthians,23-157,2002,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
170,Mailton dos Santos,br BRA,DF,São Paulo,27-143,1998,2.6,1,1,0,1,0,1,3,33.3,2,3,1,2,2,3,7,0,Matches
171,Thiago dos Santos,br BRA,MF,Fluminense,36-046,1989,2.2,9,7,2,7,0,3,9,33.3,6,2,1,1,2,11,3,0,Matches
172,Alexis Duarte,py PAR,DF,Santos,25-223,2000,3.0,5,1,1,4,0,2,3,66.7,1,0,0,0,1,6,17,0,Matches
173,David Duarte,br BRA,DF,Bahia,30-270,1995,19.9,16,9,12,4,0,6,10,60.0,4,23,20,3,12,28,129,0,Matches
174,Dudu,br BRA,"FW,MF",Cruzeiro,33-287,1992,2.4,2,1,0,1,1,1,3,33.3,2,3,0,3,1,3,0,0,Matches
175,Dudu,br BRA,MF,Vitória,26-138,1999,1.2,5,1,1,3,1,4,6,66.7,2,0,0,0,0,5,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
176,Dudu,br BRA,"MF,FW",Atlético Mineiro,33-287,1992,4.0,2,1,1,0,1,0,0,,0,0,0,0,1,3,2,0,Matches
177,Edenílson,br BRA,MF,Grêmio,35-307,1989,14.5,14,12,4,7,3,4,9,44.4,5,16,4,12,9,23,5,1,Matches
178,Eder,br BRA,DF,Ceará,30-199,1995,2.0,0,0,0,0,0,0,0,,0,1,1,0,0,0,10,0,Matches
179,EDU,br BRA,DF,Vitória,25-127,2000,8.6,22,13,19,2,1,13,15,86.7,2,11,6,5,7,29,69,0,Matches
180,Carlos Eduardo,br BRA,"MF,FW",Cruzeiro,36-004,1989,7.6,11,4,3,6,2,5,16,31.3,11,15,4,11,6,17,10,0,Matches
181,Carlos Eduardo,br BRA,FW,Mirassol,29-011,1996,5.1,8,5,3,1,4,5,10,50.0,5,4,0,4,5,13,10,0,Matches
182,Carlos Eduardo,br BRA,"FW,DF",Vitória,29-011,1996,0.5,0,0,0,0,0,0,0,,0,3,2,1,1,1,0,0,Matches
183,Alysson Edward,br BRA,"FW,MF",Grêmio,19-169,2006,13.8,38,18,17,15,6,18,28,64.3,10,23,1,22,11,49,10,0,Matches
184,Rodrigo Ely,br BRA,DF,Grêmio,31-352,1993,0.4,1,1,1,0,0,0,0,,0,1,1,0,1,2,0,0,Matches
185,Emerson,br BRA,DF,Flamengo,26-280,1999,7.9,21,13,10,9,2,10,17,58.8,7,8,1,7,12,33,20,0,Matches
186,Leandro Emmanuel Martínez,ar ARG,MF,Fortaleza,31-139,1994,8.2,17,10,5,11,1,9,18,50.0,9,10,2,8,7,24,10,1,Matches
187,Ênio,br BRA,"MF,FW",Juventude,24-232,2001,10.8,8,5,4,3,1,2,9,22.2,7,6,0,6,1,9,12,1,Matches
188,Erick,br BRA,"MF,DF",Bahia,27-341,1997,4.6,10,6,6,3,1,1,8,12.5,7,8,2,6,8,18,13,0,Matches
189,Erick,br BRA,"FW,MF",Vitória,27-315,1997,14.8,13,10,5,5,3,5,9,55.6,4,13,0,13,8,21,9,1,Matches
190,Gonzalo Escobar,ar ARG,DF,Santos,28-219,1997,20.3,77,56,47,24,6,47,60,78.3,13,26,6,20,36,113,86,2,Matches
191,Lucas Esteves,br BRA,DF,Grêmio,25-119,2000,6.7,11,9,5,5,1,4,5,80.0,1,9,1,8,10,21,22,0,Matches
192,Lucas Evangelista,br BRA,MF,Palmeiras,30-168,1995,11.6,30,19,9,20,1,11,27,40.7,16,9,3,6,6,36,9,0,Matches
193,Éverson,br BRA,GK,Atlético Mineiro,35-091,1990,26.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,14,1,Matches
194,Evertton,br BRA,MF,Flamengo,22-235,2003,8.0,14,11,5,7,2,9,13,69.2,4,11,2,9,3,17,8,0,Matches
195,Ewerton,br BRA,DF,Juventude,24-345,2000,11.5,21,14,15,4,2,11,27,40.7,16,5,1,4,19,40,40,1,Matches
196,Fabinho,br BRA,MF,RB Bragantino,23-195,2002,9.2,19,11,11,6,2,8,22,36.4,14,11,2,9,13,32,24,1,Matches
197,Fábio,br BRA,GK,Fluminense,45-021,1980,28.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,12,4,Matches
198,Fabrício,br BRA,"FW,MF",Mirassol,28-212,1997,3.3,1,0,1,0,0,0,3,0.0,3,7,1,6,0,1,1,0,Matches
199,Fabrício,br BRA,"FW,MF",Vitória,25-013,2000,4.1,12,7,9,2,1,4,9,44.4,5,8,0,8,4,16,5,0,Matches
200,Fagner,br BRA,DF,Cruzeiro,36-132,1989,8.2,18,9,13,5,0,10,17,58.8,7,10,0,10,10,28,33,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
201,Luis Felipe,br BRA,MF,Palmeiras,17-261,2008,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
202,Marcos Felipe,br BRA,GK,Bahia,29-191,1996,10.8,0,0,0,0,0,0,0,,0,0,0,0,1,1,10,1,Matches
203,Lucas Fernandes,br BRA,MF,Juventude,28-031,1997,3.9,3,2,1,2,0,1,3,33.3,2,2,0,2,4,7,0,1,Matches
204,Matheus Fernandes,br BRA,MF,RB Bragantino,27-113,1998,5.6,14,11,9,4,1,4,12,33.3,8,13,3,10,9,23,13,0,Matches
205,Nathan Fernandes,br BRA,"FW,MF",Botafogo (RJ),20-247,2005,3.7,5,1,2,2,1,1,4,25.0,3,2,0,2,2,7,5,0,Matches
206,Fernandinho,br BRA,FW,Ceará,28-094,1997,5.3,11,7,5,5,1,4,9,44.4,5,8,0,8,14,25,5,0,Matches
207,Fernando,br BRA,"MF,DF",Internacional,38-088,1987,4.6,9,5,5,4,0,4,12,33.3,8,8,5,3,6,15,8,0,Matches
208,Fernando,br BRA,"FW,MF",RB Bragantino,26-234,1999,2.3,4,0,1,2,1,3,4,75.0,1,3,0,3,0,4,3,0,Matches
209,Nahuel Ferraresi,ve VEN,DF,São Paulo,26-336,1998,16.6,61,42,29,26,6,35,57,61.4,22,15,5,10,19,80,75,0,Matches
210,Ferreira,br BRA,FW,São Paulo,27-294,1997,12.2,15,9,6,7,2,7,19,36.8,12,12,1,11,6,21,9,0,Matches
211,Bruno Ferreira,br BRA,GK,Ceará,31-219,1994,20.7,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,17,1,Matches
212,Lucas Ferreira,br BRA,FW,São Paulo,19-176,2006,8.5,18,10,5,9,4,5,13,38.5,8,15,0,15,6,24,11,0,Matches
213,Luiz Filipe,br BRA,FW,Mirassol,24-146,2001,0.2,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0,Matches
214,André Filipinho,br BRA,DF,Juventude,28-281,1997,3.4,5,1,3,1,1,1,3,33.3,2,3,1,2,5,10,19,0,Matches
215,Riquelme Fillipi,br BRA,FW,Palmeiras,19-036,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
216,Caíque França,br BRA,GK,Sport Recife,30-140,1995,12.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,8,0,Matches
217,Matheus França,br BRA,"MF,FW",Vasco da Gama,21-203,2004,1.3,4,1,2,0,2,2,5,40.0,3,6,2,4,0,4,2,0,Matches
218,Ryan Francisco,br BRA,"FW,MF",São Paulo,18-334,2006,2.3,0,0,0,0,0,0,3,0.0,3,1,0,1,0,0,0,0,Matches
219,Alan Franco,ec ECU,MF,Atlético Mineiro,27-061,1998,21.2,39,25,15,19,5,15,20,75.0,5,14,7,7,22,61,34,0,Matches
220,Alan Franco,ar ARG,DF,São Paulo,29-010,1996,19.2,21,14,14,7,0,13,22,59.1,9,26,13,13,19,40,99,2,Matches
221,Luan Freitas,br BRA,DF,Juventude,24-274,2001,5.5,11,5,5,6,0,6,7,85.7,1,8,5,3,3,14,25,0,Matches
222,Lucas Freitas,br BRA,DF,Vasco da Gama,24-274,2001,16.0,15,8,8,6,1,11,17,64.7,6,23,20,3,18,33,80,3,Matches
223,Marlon Freitas,br BRA,MF,Botafogo (RJ),30-208,1995,23.5,36,23,15,15,6,22,42,52.4,20,25,11,14,20,56,46,0,Matches
224,Riquelme Freitas,br BRA,"FW,MF",Grêmio,19-069,2006,4.3,6,4,2,4,0,5,11,45.5,6,8,0,8,1,7,2,0,Matches
225,Juan Freytes,ar ARG,DF,Fluminense,25-283,2000,24.0,15,9,11,3,1,10,21,47.6,11,24,15,9,14,29,138,4,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
226,Adonis Frías,ar ARG,DF,Santos,27-218,1998,4.4,4,3,4,0,0,1,2,50.0,1,3,3,0,6,10,16,1,Matches
227,Bruno Fuchs,br BRA,DF,Palmeiras,26-203,1999,12.1,22,14,11,11,0,10,14,71.4,4,9,6,3,19,41,59,0,Matches
228,Gabriel Fuentes,co COL,DF,Fluminense,28-254,1997,8.2,19,12,10,7,2,5,7,71.4,2,5,2,3,11,30,25,0,Matches
229,Daniel Fuzato,br BRA,GK,Vasco da Gama,28-109,1997,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches
230,Gabriel,br BRA,DF,Bahia,24-168,2001,8.5,13,9,11,2,0,7,9,77.8,2,10,6,4,11,24,51,1,Matches
231,Gabriel,br BRA,"MF,FW",Mirassol,35-288,1990,13.9,7,6,2,2,3,4,7,57.1,3,17,9,8,5,12,8,1,Matches
232,Gabriel,br BRA,GK,Vitória,33-024,1992,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
233,Gabriel,br BRA,GK,Sport Recife,33-024,1992,16.0,2,1,2,0,0,2,3,66.7,1,0,0,0,0,2,11,0,Matches
234,Gabriel,br BRA,MF,RB Bragantino,33-103,1992,21.6,55,38,25,23,7,19,49,38.8,30,23,3,20,27,82,34,0,Matches
235,Victor Gabriel,br BRA,DF,Internacional,21-176,2004,10.8,19,15,10,9,0,10,13,76.9,3,17,11,6,15,34,84,1,Matches
236,Antonio Galeano,py PAR,FW,Ceará,25-213,2000,25.9,30,13,16,13,1,13,30,43.3,17,20,2,18,10,40,34,1,Matches
237,Emerson Galego,br BRA,"FW,MF",Juventude,26-072,1999,0.3,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,Matches
238,Mateo Gamarra,py PAR,DF,Cruzeiro,25-001,2000,1.7,6,5,5,1,0,5,6,83.3,1,1,1,0,4,10,18,0,Matches
239,Ganso,br BRA,MF,Fluminense,36-009,1989,6.6,10,3,4,4,2,6,10,60.0,4,4,1,3,0,10,1,0,Matches
240,Maurício Garcez,br BRA,"FW,MF",Juventude,28-219,1997,0.7,0,0,0,0,0,0,0,,0,2,0,2,0,0,1,0,Matches
241,Benjamín Garré,ar ARG,"FW,MF",Vasco da Gama,25-102,2000,3.3,6,5,4,2,0,3,9,33.3,6,6,1,5,2,8,4,0,Matches
242,Rodrigo Garro,ar ARG,MF,Corinthians,27-290,1998,10.2,8,7,1,3,4,3,16,18.8,13,5,0,5,3,11,0,0,Matches
243,Lucas Gazal,br BRA,DF,Fortaleza,26-076,1999,3.0,5,4,5,0,0,3,5,60.0,2,3,1,2,3,8,20,0,Matches
244,Gerson,br BRA,"FW,MF",Flamengo,28-154,1997,7.9,17,14,5,7,5,9,14,64.3,5,7,1,6,5,22,3,0,Matches
245,Agustín Giay,ar ARG,DF,Palmeiras,21-278,2004,19.4,53,39,26,22,5,29,47,61.7,18,20,5,15,14,67,49,2,Matches
246,Gil,br BRA,DF,Santos,38-131,1987,8.0,17,9,15,1,1,10,15,66.7,5,6,3,3,7,24,30,0,Matches
247,Gilberto,br BRA,DF,Bahia,32-228,1993,16.7,42,29,27,11,4,30,45,66.7,15,12,8,4,15,57,59,2,Matches
248,Gilberto,br BRA,FW,Juventude,36-138,1989,11.3,7,5,6,0,1,3,6,50.0,3,5,1,4,4,11,11,0,Matches
249,Giovanny,br BRA,"FW,MF",Juventude,28-032,1997,4.1,3,2,2,1,0,2,12,16.7,10,7,1,6,1,4,5,0,Matches
250,Daniel Giraldo,co COL,MF,Juventude,33-112,1992,7.5,11,8,6,4,1,7,17,41.2,10,11,5,6,3,14,22,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
251,Leonardo Godoy,ar ARG,DF,Santos,30-176,1995,4.6,4,4,1,2,1,3,8,37.5,5,6,1,5,1,5,17,0,Matches
252,Davi Goes,br BRA,MF,Juventude,20-121,2005,0.7,1,1,1,0,0,0,0,,0,4,4,0,1,2,2,0,Matches
253,Bruno Gomes,br BRA,"MF,DF",Internacional,24-200,2001,1.4,5,3,2,3,0,1,5,20.0,4,3,0,3,1,6,2,0,Matches
254,Davi Gomes,br BRA,FW,RB Bragantino,20-137,2005,1.6,1,0,1,0,0,1,5,20.0,4,3,0,3,0,1,1,0,Matches
255,Fredi Gomes,br BRA,DF,Bahia,19-151,2006,1.0,1,1,1,0,0,1,1,100.0,0,1,0,1,2,3,2,1,Matches
256,Igor Gomes,br BRA,"MF,FW",Atlético Mineiro,26-218,1999,12.8,14,7,4,7,3,3,13,23.1,10,18,5,13,15,29,10,1,Matches
257,Carlos Gómez,co COL,FW,Vasco da Gama,23-039,2002,5.0,6,4,5,0,1,3,4,75.0,1,4,1,3,2,8,3,0,Matches
258,Gustavo Gómez,py PAR,DF,Palmeiras,32-168,1993,20.6,43,21,25,15,3,22,31,71.0,9,19,13,6,28,71,113,1,Matches
259,Nuno Gonçalo Moreira,pt POR,"FW,MF",Vasco da Gama,26-127,1999,23.3,28,14,4,10,14,13,33,39.4,20,19,4,15,13,41,32,0,Matches
260,Matheus Gonçalves,br BRA,FW,Flamengo,20-064,2005,0.8,1,1,0,1,0,1,3,33.3,2,2,0,2,0,1,0,0,Matches
261,Gregore,br BRA,MF,Botafogo (RJ),31-233,1994,10.9,48,28,21,18,9,21,35,60.0,14,16,6,10,13,61,19,0,Matches
262,Guga,br BRA,DF,Fluminense,27-053,1998,9.9,27,17,14,13,0,15,25,60.0,10,19,4,15,7,34,19,1,Matches
263,Guilherme,br BRA,"MF,FW",Mirassol,34-153,1991,3.5,3,2,2,1,0,2,6,33.3,4,1,0,1,2,5,2,0,Matches
264,Guilherme,br BRA,"FW,MF",Santos,30-191,1995,19.3,31,18,16,9,6,12,22,54.5,10,29,2,27,12,43,38,0,Matches
265,Guilherme,br BRA,DF,RB Bragantino,23-249,2002,6.8,15,9,11,3,1,9,15,60.0,6,14,5,9,4,19,17,0,Matches
266,Ryan Guilherme,br BRA,MF,Cruzeiro,22-318,2002,0.1,2,2,1,1,0,1,2,50.0,1,0,0,0,2,4,0,0,Matches
267,Zé Guilherme,br BRA,"DF,FW",Bahia,20-219,2005,1.0,0,0,0,0,0,0,0,,0,2,0,2,3,3,3,0,Matches
268,Gustavinho,br BRA,MF,RB Bragantino,21-181,2004,3.0,8,4,4,3,1,2,3,66.7,1,2,1,1,3,11,3,0,Matches
269,Gustavo,br BRA,GK,Juventude,32-225,1993,9.5,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,4,1,Matches
270,Luiz Gustavo,br BRA,"MF,DF",São Paulo,38-090,1987,2.3,8,3,2,5,1,2,4,50.0,2,4,3,1,3,11,6,0,Matches
271,Luiz Gustavo,br BRA,DF,Vasco da Gama,19-192,2006,3.2,4,2,3,1,0,1,3,33.3,2,3,3,0,2,6,24,0,Matches
272,Ryan Gustavo,br BRA,MF,Corinthians,22-098,2003,5.6,19,11,5,12,2,7,17,41.2,10,11,4,7,9,28,3,0,Matches
273,Yeison Guzmán,co COL,MF,Fortaleza,27-213,1998,2.0,1,1,0,1,0,1,3,33.3,2,1,0,1,2,3,0,0,Matches
274,Lucas Halter,br BRA,DF,Vitória,25-172,2000,25.8,31,22,27,4,0,17,24,70.8,7,34,29,5,12,43,161,3,Matches
275,Héctor,es ESP,"FW,MF",Corinthians,30-037,1995,2.7,4,2,0,3,1,1,3,33.3,2,1,0,1,2,6,1,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
276,Henrique,br BRA,"FW,MF",São Paulo,18-346,2006,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
277,Bruno Henrique,br BRA,"FW,MF",Flamengo,34-295,1990,14.0,17,13,3,6,8,7,14,50.0,7,10,0,10,3,20,5,0,Matches
278,Bruno Henrique,br BRA,MF,Internacional,36-000,1989,13.8,36,21,9,20,7,18,39,46.2,21,13,6,7,10,46,18,0,Matches
279,Dalbert Henrique,br BRA,"DF,FW",Sport Recife,32-043,1993,1.2,4,3,2,1,1,2,2,100.0,0,2,0,2,0,4,5,0,Matches
280,Gustavo Henrique,br BRA,DF,Corinthians,32-211,1993,15.0,14,12,11,1,2,8,15,53.3,7,22,16,6,13,27,89,1,Matches
281,Matheus Henrique,br BRA,"MF,FW",Cruzeiro,27-306,1997,6.5,20,12,7,13,0,7,14,50.0,7,7,3,4,6,26,6,1,Matches
282,Paulo Henrique,br BRA,DF,Vasco da Gama,29-088,1996,21.7,72,49,37,29,6,43,62,69.4,19,36,9,27,27,99,88,2,Matches
283,Pedro Henrique,br BRA,FW,Ceará,35-127,1990,11.7,29,24,10,13,6,12,25,48.0,13,3,0,3,7,36,12,3,Matches
284,Pedro Henrique,br BRA,DF,RB Bragantino,30-019,1995,24.9,25,14,21,4,0,16,31,51.6,15,27,21,6,26,51,201,2,Matches
285,Hércules,br BRA,MF,Fluminense,25-001,2000,18.1,41,24,17,20,4,18,35,51.4,17,15,5,10,9,50,21,1,Matches
