Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0
286,Diogo Hereda,br BRA,DF,Sport Recife,27-031,1998,9.4,20,17,10,7,3,11,16,68.8,5,7,2,5,7,27,17,0,Matches
287,Marcelo Hermes,br BRA,DF,Juventude,30-262,1995,13.5,27,18,14,11,2,14,22,63.6,8,14,3,11,12,39,44,3,Matches
288,José Herrera,ar ARG,FW,Fortaleza,22-188,2003,4.9,13,10,4,4,5,6,19,31.6,13,7,1,6,3,16,3,0,Matches
289,Lucca Holanda,br BRA,"FW,MF",Internacional,22-202,2003,1.8,2,1,1,1,0,0,0,,0,3,0,3,0,2,1,0,Matches
290,Hudson,br BRA,MF,Juventude,24-280,2001,2.3,3,1,1,1,1,0,2,0.0,2,0,0,0,2,5,4,0,Matches
291,Hugo,br BRA,DF,Corinthians,28-053,1997,3.2,6,5,1,3,2,2,4,50.0,2,3,1,2,3,9,12,0,Matches
292,Victor Hugo,br BRA,MF,Flamengo,21-163,2004,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches
293,Victor Hugo,br BRA,"MF,FW",Santos,21-163,2004,1.5,3,3,1,1,1,1,1,100.0,0,4,1,3,0,3,2,0,Matches
294,Victor Hugo,br BRA,DF,Sport Recife,16-313,2008,0.7,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,Matches
295,Vitor Hugo,br BRA,DF,Atlético Mineiro,34-154,1991,10.8,15,8,8,6,1,6,9,66.7,3,15,10,5,20,35,74,1,Matches
296,Huguinho,br BRA,MF,Botafogo (RJ),18-198,2007,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,Matches
297,Hulk,br BRA,"FW,MF",Atlético Mineiro,39-088,1986,19.9,14,8,6,6,2,2,10,20.0,8,11,2,9,1,15,16,1,Matches
298,José Hurtado,ec ECU,DF,RB Bragantino,23-302,2001,16.6,34,25,17,15,2,18,33,54.5,15,23,4,19,15,49,56,0,Matches
299,Hyan,br BRA,MF,Santos,21-211,2004,0.2,2,1,1,1,0,1,1,100.0,0,0,0,0,1,3,0,0,Matches
300,Hyoran,br BRA,"MF,FW",Sport Recife,32-149,1993,3.3,9,4,2,5,2,3,5,60.0,2,2,0,2,1,10,2,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
301,Iago,br BRA,"DF,MF",Bahia,28-212,1997,5.6,8,7,2,4,2,1,4,25.0,3,3,1,2,5,13,9,0,Matches
302,Ignácio,br BRA,DF,Fluminense,28-324,1996,8.8,19,11,12,7,0,10,12,83.3,2,8,4,4,14,33,66,1,Matches
303,Juan Ignacio Dinenno,ar ARG,FW,Cruzeiro,31-054,1994,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
304,Juan Ignacio Dinenno,ar ARG,FW,São Paulo,31-054,1994,2.9,3,1,1,2,0,1,4,25.0,3,0,0,0,0,3,1,0,Matches
305,Juan Ignacio Ramírez,uy URU,FW,Sport Recife,28-262,1997,3.2,2,1,0,1,1,1,2,50.0,1,3,0,3,0,2,1,0,Matches
306,Isaac,br BRA,DF,Atlético Mineiro,21-209,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
307,Isaque,br BRA,MF,Fluminense,18-180,2007,0.2,1,1,0,0,1,0,0,,0,0,0,0,0,1,1,0,Matches
308,Mateus Iseppe,br BRA,MF,Atlético Mineiro,19-172,2006,0.0,2,2,0,0,2,0,0,,0,0,0,0,0,2,0,0,Matches
309,Ismael,pt POR,MF,Vitória,26-210,1999,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,Matches
310,Zé Ivaldo,br BRA,DF,Santos,28-242,1997,13.1,18,12,11,6,1,13,22,59.1,9,13,8,5,13,31,67,0,Matches
311,Ivan,br BRA,GK,Internacional,28-111,1997,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
312,Leo Jacó,br BRA,"FW,MF",Vasco da Gama,20-198,2005,0.2,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,1,0,Matches
313,Jadson,br BRA,MF,Juventude,32-052,1993,26.6,38,22,16,19,3,7,36,19.4,29,36,9,27,30,68,34,2,Matches
314,Jair,br BRA,MF,Vasco da Gama,31-056,1994,6.2,13,9,7,6,0,8,15,53.3,7,8,2,6,6,19,9,0,Matches
315,Jamerson,br BRA,DF,Vitória,27-042,1998,11.4,27,19,18,5,4,12,19,63.2,7,9,4,5,12,39,42,0,Matches
316,Janderson,br BRA,"FW,MF",Vitória,26-168,1999,8.1,10,5,0,6,4,4,13,30.8,9,11,2,9,2,12,6,0,Matches
317,Jandrei,br BRA,GK,Juventude,32-234,1993,11.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,2,Matches
318,Jardiel,br BRA,FW,Grêmio,20-153,2005,0.3,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches
319,Léo Jardim,br BRA,GK,Vasco da Gama,30-215,1995,27.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,25,5,Matches
320,Jeffinho,br BRA,"FW,MF",Botafogo (RJ),25-295,1999,5.9,11,4,3,6,2,2,9,22.2,7,7,0,7,7,18,3,0,Matches
321,Jefinho,br BRA,MF,Sport Recife,19-067,2006,0.3,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,Matches
322,Jefté,br BRA,DF,Palmeiras,21-304,2003,2.1,2,1,1,1,0,0,1,0.0,1,3,1,2,1,3,8,0,Matches
323,Jemerson,br BRA,DF,Grêmio,33-058,1992,8.6,18,12,12,6,0,10,12,83.3,2,5,2,3,9,27,53,0,Matches
324,Jemmes,br BRA,DF,Mirassol,25-195,2000,29.0,57,40,39,15,3,37,54,68.5,17,27,20,7,34,91,178,1,Matches
325,Caíque de Jesus Gonçalves,br BRA,MF,Juventude,30-011,1995,16.6,49,32,29,19,1,28,42,66.7,14,19,8,11,14,63,31,3,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
326,Igor Jesus,br BRA,FW,Botafogo (RJ),24-238,2001,9.7,3,3,0,3,0,1,4,25.0,3,8,5,3,0,3,8,0,Matches
327,Maykon Jesus,br BRA,DF,Vitória,19-318,2005,7.5,12,6,4,7,1,5,9,55.6,4,5,2,3,6,18,49,1,Matches
328,Jhon Jhon,br BRA,"MF,FW",RB Bragantino,23-042,2002,23.8,17,15,7,7,3,10,25,40.0,15,28,3,25,9,26,14,2,Matches
329,John,br BRA,GK,Botafogo (RJ),29-250,1996,17.0,1,1,1,0,0,1,1,100.0,0,2,0,2,1,2,7,1,Matches
330,Felipe Jonatan,br BRA,DF,Mirassol,27-248,1998,1.1,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,3,0,Matches
331,Jonathan,br BRA,DF,Cruzeiro,21-147,2004,6.7,11,8,10,1,0,7,17,41.2,10,9,5,4,8,19,44,0,Matches
332,Kaio Jorge,br BRA,FW,Cruzeiro,23-270,2002,22.4,9,6,2,5,2,4,9,44.4,5,15,2,13,5,14,6,0,Matches
333,Jorginho,it ITA,MF,Flamengo,33-305,1991,11.7,17,11,4,11,2,13,23,56.5,10,7,2,5,18,35,3,2,Matches
334,José,br BRA,DF,Cruzeiro,20-051,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
335,Willian José,br BRA,FW,Bahia,33-332,1991,14.7,8,6,2,2,4,3,6,50.0,3,6,3,3,5,13,17,1,Matches
336,Luciano Juba,br BRA,DF,Bahia,26-053,1999,23.1,39,21,25,8,6,26,42,61.9,16,12,1,11,29,68,90,1,Matches
337,Juninho,br BRA,FW,Flamengo,28-334,1996,3.1,7,6,1,4,2,1,4,25.0,3,2,0,2,1,8,4,0,Matches
338,Juninho,br BRA,DF,Internacional,29-299,1995,13.7,24,15,16,7,1,8,13,61.5,5,22,16,6,16,40,70,0,Matches
339,Kauê Junior,br BRA,FW,Bahia,16-236,2009,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
340,Robinho Junior,br BRA,"MF,FW",Santos,17-308,2007,1.2,3,2,1,1,1,1,3,33.3,2,0,0,0,0,3,1,0,Matches
341,José Kadir,pa PAN,"FW,MF",Botafogo (RJ),18-095,2007,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
342,Kaiki,br BRA,DF,Cruzeiro,22-227,2003,25.5,76,61,53,17,6,28,40,70.0,12,29,8,21,33,109,111,0,Matches
343,Lucas Kal,br BRA,MF,Sport Recife,29-219,1996,0.7,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,0,Matches
344,Walter Kannemann,ar ARG,DF,Grêmio,34-221,1991,15.1,22,11,14,6,2,11,16,68.8,5,34,20,14,15,37,101,2,Matches
345,Kanu,br BRA,DF,Bahia,28-228,1997,1.1,1,1,1,0,0,1,2,50.0,1,2,1,1,5,6,2,0,Matches
346,Kayke,br BRA,FW,Fortaleza,19-124,2006,0.2,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,Matches
347,Kayke,br BRA,"MF,FW",Corinthians,21-176,2004,2.9,1,1,0,0,1,0,3,0.0,3,2,0,2,3,4,0,0,Matches
348,Renato Kayser,br BRA,FW,Vitória,29-246,1996,18.2,12,5,0,6,6,4,12,33.3,8,11,0,11,4,16,20,0,Matches
349,Kenji,br BRA,FW,Cruzeiro,19-264,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
350,John Kennedy,br BRA,FW,Fluminense,23-156,2002,3.3,0,0,0,0,0,0,2,0.0,2,4,1,3,1,1,2,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
351,Keno,br BRA,"FW,MF",Fluminense,36-041,1989,4.4,7,5,2,3,2,3,6,50.0,3,2,0,2,0,7,2,0,Matches
352,Kevyson,br BRA,DF,Santos,21-206,2004,0.2,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0,Matches
353,Kevyson,br BRA,DF,Sport Recife,21-206,2004,2.5,6,4,5,1,0,6,10,60.0,4,5,2,3,3,9,14,0,Matches
354,Khellven,br BRA,DF,Palmeiras,24-238,2001,4.7,8,3,2,6,0,3,12,25.0,9,4,2,2,1,9,11,0,Matches
355,Gabriel Knesowitsch,br BRA,DF,Mirassol,22-003,2003,4.0,3,3,2,1,0,2,3,66.7,1,4,2,2,1,4,36,0,Matches
356,Benjamín Kuscevic,cl CHI,DF,Fortaleza,29-172,1996,19.0,37,25,27,10,0,22,31,71.0,9,22,14,8,16,53,116,3,Matches
357,Derik Lacerda,br BRA,FW,Sport Recife,26-024,1999,13.1,7,4,2,2,3,1,7,14.3,6,11,1,10,6,13,18,1,Matches
358,Ignacio Laquintana,uy URU,"FW,MF",RB Bragantino,26-262,1999,9.7,12,7,5,5,2,5,20,25.0,15,11,2,9,6,18,5,0,Matches
359,Joaquín Lavega,uy URU,"FW,DF",Fluminense,20-260,2005,0.7,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,2,0,Matches
360,Helton Leite,br BRA,GK,Fortaleza,34-353,1990,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,1,Matches
361,Lelê,br BRA,FW,Ceará,28-020,1997,1.2,0,0,0,0,0,0,0,,0,2,0,2,0,0,2,0,Matches
362,Mauricio Lemos,uy URU,DF,Vasco da Gama,29-297,1995,2.7,1,1,0,1,0,1,1,100.0,0,9,9,0,3,4,17,1,Matches
363,Rubén Lezcano,py PAR,"MF,FW",Fluminense,21-254,2004,0.6,1,0,0,0,1,1,1,100.0,0,1,0,1,0,1,0,0,Matches
364,Lima,br BRA,"MF,FW",Fluminense,29-132,1996,10.0,14,8,3,10,1,3,9,33.3,6,5,1,4,7,21,1,0,Matches
365,Lucas Lima,br BRA,MF,Ceará,25-109,2000,1.4,7,6,4,3,0,3,4,75.0,1,2,0,2,2,9,4,0,Matches
366,Lucas Lima,br BRA,"MF,FW",Sport Recife,35-104,1990,20.1,22,15,3,15,4,10,41,24.4,31,8,0,8,6,28,8,0,Matches
367,Leonardo Linck,br BRA,GK,Botafogo (RJ),24-232,2001,9.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,2,Matches
368,Kauan Lindes,br BRA,MF,Botafogo (RJ),21-327,2003,0.3,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
369,Samuel Lino,br BRA,"FW,MF",Flamengo,25-302,1999,9.2,19,11,9,9,1,7,21,33.3,14,16,2,14,2,21,7,0,Matches
370,Lenny Lobato,br BRA,FW,Sport Recife,24-260,2001,2.7,2,1,1,0,1,1,3,33.3,2,1,0,1,1,3,1,0,Matches
371,David Loiola,br BRA,DF,Botafogo (RJ),22-304,2002,13.3,15,6,9,5,1,10,16,62.5,6,18,10,8,9,24,68,0,Matches
372,Marcelo Lomba,br BRA,GK,Palmeiras,38-307,1986,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
373,Felipe Longo,br BRA,GK,Corinthians,20-230,2005,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
374,Renzo López,uy URU,FW,Vitória,31-188,1994,3.2,7,3,3,4,0,2,4,50.0,2,5,1,4,1,8,2,0,Matches
375,Lourenço,br BRA,MF,Ceará,28-044,1997,13.9,21,14,13,6,2,10,17,58.8,7,16,6,10,11,32,38,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
376,Lucão,br BRA,GK,RB Bragantino,24-237,2001,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,2,Matches
377,Ayrton Lucas,br BRA,DF,Flamengo,28-124,1997,7.5,18,14,8,10,0,6,12,50.0,6,5,2,3,4,22,22,0,Matches
378,Jean Lucas,br BRA,MF,Bahia,27-121,1998,21.7,39,30,12,16,11,18,35,51.4,17,20,4,16,11,50,19,0,Matches
379,João Lucas,br BRA,DF,Grêmio,27-226,1998,1.6,5,4,4,1,0,4,5,80.0,1,4,1,3,0,5,11,0,Matches
380,Zé Lucas,br BRA,MF,Sport Recife,17-212,2008,17.7,43,27,21,18,4,17,38,44.7,21,32,7,25,26,69,34,2,Matches
381,Luciano,br BRA,"FW,MF",São Paulo,32-156,1993,17.0,19,11,4,10,5,8,18,44.4,10,12,0,12,10,29,11,0,Matches
382,Luighi,br BRA,FW,Palmeiras,19-174,2006,2.6,4,1,0,3,1,2,7,28.6,5,5,0,5,0,4,2,0,Matches
383,Victor Luis,br BRA,DF,Vasco da Gama,32-120,1993,1.5,1,1,1,0,0,1,2,50.0,1,2,2,0,3,4,6,0,Matches
384,Luisão,br BRA,DF,Santos,22-042,2003,4.9,7,3,3,4,0,4,11,36.4,7,6,3,3,3,10,32,2,Matches
385,David Luiz,br BRA,DF,Fortaleza,38-182,1987,4.4,5,4,4,1,0,3,3,100.0,0,8,7,1,5,10,30,0,Matches
386,Guilherme Luiz,br BRA,FW,Ceará,20-179,2005,1.6,5,3,3,0,2,3,6,50.0,3,1,0,1,1,6,3,0,Matches
387,Lyanco,br BRA,DF,Atlético Mineiro,28-262,1997,15.7,30,18,22,4,4,12,18,66.7,6,20,13,7,37,67,80,3,Matches
388,Everton Maceió,br BRA,"FW,MF",Mirassol,22-099,2003,1.6,1,1,0,1,0,0,0,,0,2,0,2,0,1,4,1,Matches
389,Willian Machado,br BRA,DF,Ceará,28-342,1996,26.8,33,21,20,12,1,11,17,64.7,6,24,15,9,30,63,209,1,Matches
390,Talles Magno,br BRA,"FW,MF",Corinthians,23-117,2002,9.7,19,13,9,7,3,11,20,55.0,9,9,2,7,5,24,12,0,Matches
391,Magrão,br BRA,GK,Fortaleza,25-159,2000,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
392,Gustavo Maia,br BRA,FW,Sport Recife,24-272,2001,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
393,Pablo Maia,br BRA,MF,São Paulo,23-284,2002,10.9,17,11,5,9,3,10,21,47.6,11,17,7,10,6,23,18,1,Matches
394,Thiago Maia,br BRA,MF,Internacional,28-212,1997,14.5,24,17,10,10,4,11,23,47.8,12,22,4,18,20,44,31,0,Matches
395,Maik,br BRA,DF,São Paulo,20-291,2005,2.9,9,6,3,3,3,7,7,100.0,0,5,0,5,2,11,5,0,Matches
396,Léo Mana,br BRA,DF,Corinthians,21-198,2004,2.5,3,2,0,2,1,1,4,25.0,3,3,0,3,3,6,10,0,Matches
397,Gustavo Mancha,br BRA,DF,Fortaleza,21-088,2004,11.4,20,11,10,10,0,12,20,60.0,8,3,1,2,15,35,55,0,Matches
398,Eros Mancuso,ar ARG,DF,Fortaleza,26-187,1999,16.5,37,20,25,8,4,26,43,60.5,17,13,1,12,15,52,37,0,Matches
399,Luis Mandaca,br BRA,"MF,FW",Juventude,24-019,2001,22.0,46,28,19,19,8,12,34,35.3,22,27,7,20,15,61,33,2,Matches
400,Manoel,br BRA,DF,Fluminense,35-237,1990,3.8,0,0,0,0,0,0,1,0.0,1,7,3,4,0,0,17,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
401,Elias Manoel,br BRA,"MF,FW",Botafogo (RJ),23-325,2001,0.3,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0,Matches
402,José Manuel López,ar ARG,"FW,MF",Palmeiras,24-319,2000,15.7,25,17,3,15,7,8,15,53.3,7,20,2,18,6,31,12,0,Matches
403,Fernando Marçal,br BRA,DF,Botafogo (RJ),36-244,1989,8.1,14,11,11,3,0,9,12,75.0,3,19,10,9,13,27,39,1,Matches
404,Marcão,br BRA,GK,Juventude,33-229,1992,5.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
405,João Marcelo,br BRA,DF,Cruzeiro,25-130,2000,0.5,0,0,0,0,0,0,0,,0,1,1,0,2,2,5,0,Matches
406,João Marcelo,br BRA,FW,Atlético Mineiro,20-189,2005,0.8,2,1,1,1,0,2,2,100.0,0,2,0,2,0,2,1,0,Matches
407,Zé Marcos,br BRA,DF,Vitória,27-262,1998,21.5,18,15,11,6,1,10,16,62.5,6,17,14,3,13,31,144,1,Matches
408,Marinho,br BRA,FW,Fortaleza,35-145,1990,7.9,12,7,5,6,1,5,10,50.0,5,7,0,7,5,17,2,0,Matches
409,Marlon,br BRA,DF,Cruzeiro,28-154,1997,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
410,Marlon,br BRA,MF,Juventude,20-283,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
411,Marlon,br BRA,DF,Grêmio,28-154,1997,22.0,58,39,47,11,0,42,69,60.9,27,23,7,16,26,84,98,1,Matches
412,Gustavo Marques,br BRA,DF,RB Bragantino,24-012,2001,4.7,10,5,7,3,0,4,7,57.1,3,13,10,3,6,16,27,0,Matches
413,Igor Marques,br BRA,"DF,MF",Juventude,26-286,1999,8.0,25,14,13,9,3,17,23,73.9,6,11,1,10,17,42,24,1,Matches
414,Lucca Marques,br BRA,"MF,FW",São Paulo,18-129,2007,1.6,1,1,0,0,1,0,0,,0,2,0,2,0,1,0,0,Matches
415,Renato Marques,br BRA,FW,Mirassol,21-316,2003,0.5,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,Matches
416,Marquinhos,br BRA,"FW,MF",Cruzeiro,22-197,2003,4.3,14,5,4,4,6,4,6,66.7,2,10,0,10,8,22,6,0,Matches
417,Juan Martín Lucero,ar ARG,FW,Fortaleza,33-325,1991,15.5,19,6,3,8,8,6,18,33.3,12,11,1,10,2,21,7,1,Matches
418,Martinelli,br BRA,MF,Fluminense,24-164,2001,22.4,41,26,23,12,6,13,29,44.8,16,34,9,25,15,56,25,3,Matches
419,Alejandro Martínez,ar ARG,FW,Ceará,28-188,1997,0.5,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,1,0,Matches
420,Emiliano Martínez,uy URU,MF,Palmeiras,26-065,1999,12.5,34,22,16,15,3,20,39,51.3,19,11,2,9,12,46,23,0,Matches
421,Adriano Martins,br BRA,DF,Juventude,28-203,1997,4.0,5,3,3,1,1,3,3,100.0,0,4,3,1,6,11,27,0,Matches
422,Andre Martins,br BRA,FW,Grêmio,23-308,2001,6.0,8,6,4,1,3,1,4,25.0,3,7,1,6,3,11,12,0,Matches
423,Matheus Martins,br BRA,"FW,MF",Botafogo (RJ),22-097,2003,7.3,12,8,2,9,1,6,13,46.2,7,4,0,4,3,15,3,0,Matches
424,Gustavo Martins Santos,br BRA,DF,Grêmio,23-071,2002,10.5,21,16,15,5,1,14,21,66.7,7,14,5,9,9,30,68,0,Matches
425,Gonzalo Mastriani,uy URU,FW,Botafogo (RJ),32-176,1993,3.1,1,1,1,0,0,1,3,33.3,2,0,0,0,2,3,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
426,Matheusinho,br BRA,"MF,FW",Vitória,28-003,1997,15.0,16,12,5,8,3,3,8,37.5,5,3,1,2,9,25,7,1,Matches
427,Matheusinho,br BRA,"FW,MF",Sport Recife,27-252,1998,13.0,19,13,7,7,5,6,13,46.2,7,10,1,9,14,33,10,0,Matches
428,Matheuzinho,br BRA,DF,Corinthians,25-043,2000,22.7,52,33,34,14,4,31,60,51.7,29,25,8,17,26,78,63,1,Matches
429,Ricardo Mathias,br BRA,FW,Internacional,19-088,2006,6.2,4,3,1,2,1,1,1,100.0,0,3,1,2,0,4,6,0,Matches
430,Guillermo Matías Fernández,ar ARG,MF,Fortaleza,34-010,1991,3.2,9,3,6,2,1,5,6,83.3,1,4,3,1,0,9,5,0,Matches
431,Mauricio,br BRA,"MF,FW",Palmeiras,24-152,2001,12.3,11,7,2,5,4,5,10,50.0,5,8,0,8,6,17,3,0,Matches
432,Maycon,br BRA,MF,Corinthians,28-098,1997,13.0,21,15,12,6,3,7,15,46.7,8,9,3,6,6,27,14,0,Matches
433,Mayke,br BRA,DF,Santos,32-345,1992,6.9,14,11,6,7,1,8,10,80.0,2,9,3,6,5,19,16,0,Matches
